Course Name,Instructor,Days,Class Time,Room,Subject,Course Number,Section,Attribute,CRN
ARTHURIAN FANTASY,"Sheerin, Brian J","M, W, F",12:00 - 12:50,TRUS 215,ENGL,3303,01,,40362
JANE AUSTEN AND THE MOVIES,"Flynn, Christopher Bayton","T, Th",14:00 - 15:15,MOOD 200,ENGL,3339,01,"GE EXPLORING ARTISTIC WORKS, REPEATABLE FOR DEGREE CREDIT",40363
AUSTIN STORY LAB,"Lock, Julia Corinne","T, Th",11:00 - 12:15,JBWS 363,ENGL,3339,02,"REPEATABLE FOR DEGREE CREDIT, RESEARCH",40364
INTERNSHIP,"Clements, Amy Root",,,None None,ENGL,4150,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT",40889
INTERNSHIP,"Clements, Amy Root",,,None None,ENGL,4250,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT",40890
INTERNSHIP,"Clements, Amy Root",,,None None,ENGL,4350,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT",40891
SENIOR SEMINAR IN ENGLISH LITERATURE,"Sheerin, Brian J","T, Th",12:30 - 13:45,MOOD 300,ENGL,4355,01,"GE MM WRITING RICH - UPPER, RESEARCH",40365
INTRODUCTION TO ENTREPRENEURSHIP,"Amini Sedeh, Amirmahmood","T, Th",12:30 - 13:45,TRUS 203,ENTR,2301,01,EXCHANGE ELIGIBLE,40618
NEW VENTURE CREATION,"Lorenz, Thomas","T, Th",12:30 - 13:45,TRUS 205,ENTR,3394,01,,40619
INTRODUCTION TO SUSTAINABILITY,"Concilio, Amy Lynn","T, Th",12:30 - 13:45,MOOD 211,ENSP,1304,01,"GE DIVERSE AMERICAN PERSPECTVS, TRAVEL-DOMESTIC",40101
LABORATORY WORK,"Concilio, Amy Lynn",,,None None,ENSP,2149,01,REPEATABLE FOR DEGREE CREDIT,40102
ENVIRONMENTAL SCIENCE,"Concilio, Amy Lynn","M, W",14:00 - 15:15,JBWS 165,ENSP,2324,01,GE NATURAL SCIENCES,40103
ENVIRONMENTAL OUTREACH FOR DIVERSE AUDIENCES,"Yowell, Charles Curtis","T, Th",14:00 - 15:15,MOOD 304,ENSP,3336,01,,40105
GEOGRAPHIC INFORMATION SYSTEMS,"Johnson, Christopher Eric","M, W",17:00 - 18:15,JBWS 268,ENSP,3353,01,,40106
RESEARCH EXPERIENCE,"Concilio, Amy Lynn",W,13:00 - 13:50,JBWS 165,ENSP,4157,01,,40107
ENVIRONMENTAL POLITICS AND POLICY,"Johnson, Christopher Eric","M, W",15:30 - 16:45,JBWS 268,ENSP,4330,01,ISP CRITICAL THINKING,40108
INTERNSHIP EXPERIENCE IN ENVIRONMENTAL SCIENCE AND POLICY,"Lee, Jooyoun","T, Th",08:00 - 09:15,DOYL 130,ENSP,4350,01,"GE MM EXP LEARNING SOC JUSTICE, INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40109
RESEARCH FIELD EXPERIENCE IN ENVIRO SCI &amp; POLICY,"Concilio, Amy Lynn","T, Th",15:30 - 16:45,DOYL 130,ENSP,4352,01,"GE MM WRITING RICH - UPPER, RESEARCH",40110
LGBT LITERATURE &amp; FILM,"Barron, Alexandra Lynn","M, W",14:00 - 15:15,JBWS 366,FILM,2398,01,GE EXPLORING ARTISTIC WORKS,40366
LGBT LITERATURE &amp; FILM,"Barron, Alexandra Lynn","M, W",15:30 - 16:45,JBWS 366,FILM,2398,02,GE EXPLORING ARTISTIC WORKS,40367
FILM AND RELIGION,"Scruggs, Mathew","M, W",14:00 - 15:15,MOOD 206,FILM,2398,03,GE STUDIES IN THEO &amp; RELIGION,40368
JANE AUSTEN AND THE MOVIES,"Flynn, Christopher Bayton","T, Th",14:00 - 15:15,MOOD 200,FILM,3399,01,GE EXPLORING ARTISTIC WORKS,40369
PERSONAL FINANCE &amp; SOCIAL RESPONSIBILITY,"Rotaru, Camelia","M, W, F",11:00 - 11:50,TRUS 305,FINC,2328,01,GE QUANTITATIVE REASONING,40620
PRINCIPLES OF BUSINESS FINANCE,"Xie, Jane Qian","T, Th",09:30 - 10:45,TRUS 305,FINC,3330,01,,40621
PRINCIPLES OF BUSINESS FINANCE,"Suh, Sung Won","M, W",12:30 - 13:45,TRUS 305,FINC,3330,02,,40622
PRINCIPLES OF BUSINESS FINANCE,"Rotaru, Camelia","M, W, F",10:00 - 10:50,TRUS 305,FINC,3330,03,,40623
INTERMEDIATE FINANCIAL MGT,"Rotaru, Camelia","M, W",14:00 - 15:15,TRUS 305,FINC,3380,01,,40624
STUDENT MANAGED INVESTMENT FUND,"Rotaru, Camelia","T, F",12:30 - 13:45,TRUS 305,FINC,3399,01,REPEATABLE FOR DEGREE CREDIT,40625
INVESTMENT PRINCIPLES AND ANALYSIS,"Xie, Jane Qian","T, Th",11:00 - 12:15,TRUS 305,FINC,4341,01,,40627
REAL ESTATE FINANCE,"Suh, Sung Won","M, W",15:30 - 16:45,TRUS 305,FINC,4343,01,,40626
CASES IN APPLIED FINANCE,"Suh, Sung Won","M, W",17:00 - 18:15,TRUS 305,FINC,4349,01,,40628
FINANCIAL STATEMENT ANALYSIS,"Xie, Jane Qian",,13:00 - 15:50,TRUS 305,FINC,6316,01,,40658
INTRODUCTION TO FORENSIC SCIENCE,"Jones, Karen Lee","T, Th",09:30 - 10:45,MOOD 305,FRSC,1319,01,TRAVEL-DOMESTIC,40775
CRIME SCENE INVESTIGATION I LAB,"Jones, Karen Lee",W,17:30 - 20:20,MOOD 305,FRSC,3120,01,TRAVEL-DOMESTIC,40776
CRIME SCENE INVESTIGATION I,"Jones, Karen Lee",M,17:30 - 20:20,MOOD 305,FRSC,3320,01,TRAVEL-DOMESTIC,40777
CRIME SCENE PHOTOGRAPHY,"Jones, Karen Lee",T,17:30 - 20:20,MOOD 305,FRSC,3332,01,TRAVEL-DOMESTIC,40778
PRINCIPLES AND PRACTICES OF SCIENCE AND LAW,"Stewart, Lisa","T, Th",18:00 - 19:15,MOOD 305,FRSC,4339,01,TRAVEL-DOMESTIC,40780
SENIOR RESEARCH SEMINAR IN FORENSIC SCIENCE,"Furey, Robert Emmett","M, W",14:00 - 15:15,MOOD 305,FRSC,4348,01,"RESEARCH, TRAVEL-DOMESTIC",40781
INTERNSHIP IN FORENSIC SCIENCE,"Furey, Robert Emmett",,,None None,FRSC,4350,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40783
FORENSIC ENTOMOLOGY,"Furey, Robert Emmett",T,14:00 - 16:50,MOOD 305,FRSC,4435,01,EXCHANGE ELIGIBLE,40898
FRENCH I (INTRODUCTORY),"Seminet, Philippe Pascal","M, W, F",11:00 - 11:50,LIBR 143,FREN,1311,01,"EXCHANGE ELIGIBLE, GE MODERN LANGUAGE, ZERO-COST COURSE MATERIALS",40370
FRENCH I (INTRODUCTORY),"Seminet, Philippe Pascal","M, W, F",12:00 - 12:50,LIBR 143,FREN,1311,02,"EXCHANGE ELIGIBLE, GE MODERN LANGUAGE, ZERO-COST COURSE MATERIALS",40371
FRENCH III (INTERMEDIATE),,"M, W, F",13:00 - 13:50,JBWS 163,FREN,2311,01,"GE MODERN LANGUAGE, ZERO-COST COURSE MATERIALS",40372
FRENCH INTERNSHIP,"Seminet, Philippe Pascal",,,None None,FREN,4350,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40373
POPCULTURE: FILM AS TEXT,"Adams, Amy Jeanine","T, Th",11:00 - 12:15,MOOD 203,FSEM,1401,01,GE FRESHMAN SEMINAR,40213
POP CULTURE: THE PLAY IS THE THING,"Braun, Timothy Andrew","T, Th",11:00 - 12:15,LIBR 143,FSEM,1401,02,GE FRESHMAN SEMINAR,40214
POP CULTURE: GRAPHIC NOVELS ON SCREEN,"Williams, Travis Hedges","T, Th",11:00 - 12:15,LIBR None,FSEM,1401,03,GE FRESHMAN SEMINAR,40215
POP CULTURE: DYSTOPIA AT THE MOVIES,"Flynn, Christopher Bayton","T, Th",11:00 - 12:15,MOOD 200,FSEM,1401,04,GE FRESHMAN SEMINAR,40216
DREAMS &amp; NIGHTMARES: UTOPIAN &amp; DYSTOPIAN FICTION,"Dickinson, Jennifer Alvarez","T, Th",09:30 - 10:45,MOOD 203,FSEM,1403,01,GE FRESHMAN SEMINAR,40217
BANNED BOOKS IN DYSTOPIAN TIMES,"Barron, Alexandra Lynn","T, Th",09:30 - 10:45,TRUS 112,FSEM,1403,02,GE FRESHMAN SEMINAR,40218
CREATIVITY IN A TIME OF CHAOS,"Luu, Jimmy V.","T, Th",09:30 - 10:45,LIBR 143,FSEM,1403,03,GE FRESHMAN SEMINAR,40219
FRESHMAN SEMINAR: SUSTAINABILITY,"Concilio, Amy Lynn","T, Th",09:30 - 10:45,JBWS 163,FSEM,1404,01,GE FRESHMAN SEMINAR,40220
"SUSTAINABILITY, CITIES, &amp; URBAN FARMS","Hauser, Bonnie","T, Th",09:30 - 10:45,MOOD 204,FSEM,1404,02,GE FRESHMAN SEMINAR,40221
FRESHMAN SEMINAR: SUSTAINABILITY,"Johnson, Christopher Eric","T, Th",11:00 - 12:15,MOOD 211,FSEM,1404,03,GE FRESHMAN SEMINAR,40222
SOCIAL JUSTICE: GENDER IN PUBLIC SPACES,"Pinchero, Renee Kathleen","T, Th",09:30 - 10:45,MOOD 208,FSEM,1405,01,GE FRESHMAN SEMINAR,40223
SEARCHING FOR US: IDENTITY IN THE GLOBAL PERSPECTIVE,"Nichols, William E.","M, W, F",11:00 - 11:50,TRUS 211,FSEM,1407,01,GE FRESHMAN SEMINAR,40224
SEARCHING FOR US: IDENTITY IN THE GLOBAL PERSPECTIVE,"Nichols, William E.","M, W, F",10:00 - 10:50,TRUS 211,FSEM,1407,02,GE FRESHMAN SEMINAR,40225
"GLOBAL ENGAGEMENT: BTS, K-POP AND GLOBALIZATION OF CULTURE","Lee, Jooyoun","M, W, F",11:00 - 11:50,TRUS 215,FSEM,1407,03,GE FRESHMAN SEMINAR,40226
"GLOBAL ENGAGEMENT: BTS, K-POP AND GLOBALIZATION OF CULTURE","Lee, Jooyoun","M, W, F",10:00 - 10:50,TRUS 215,FSEM,1407,04,GE FRESHMAN SEMINAR,40227
"SCIENCE, MEDIA, AND SOCIAL JUSTICE","Hodge, Jonathan","T, Th",09:30 - 10:45,JBWS 361,FSEM,1409,01,GE FRESHMAN SEMINAR,40228
FR SEMINAR: COMMUNITY,"West, Sasha Sun","T, Th",11:00 - 12:15,JBWS 266,FSEM,1412,01,GE FRESHMAN SEMINAR,40229
RAIDERS OF THE LOST ARCHIVE,"Kotinsly, Joseph","M, W, F",10:00 - 10:50,JBWS 161,FSEM,1412,02,GE FRESHMAN SEMINAR,40230
TEACHING: TEACHER AND THE PUBLIC IMAGINARY,"Sloan, Kris","T, Th",12:30 - 13:45,MOOD 204,FSEM,1413,01,GE FRESHMAN SEMINAR,40231
WIRED MINDS: HOW TECHNOLOGY IS TRANSFORMING THE WAY WE LEARN,"Johnson, Brittney","T, Th",12:30 - 13:45,JBWS 163,FSEM,1413,02,GE FRESHMAN SEMINAR,40232
GERMAN I (INTRODUCTORY),"Einberger, Caryl Lyn","T, Th",12:30 - 13:45,TRUS 214,GERM,1311,01,"EXCHANGE ELIGIBLE, GE MODERN LANGUAGE",40380
LAB I,"Lievens, Robert Daniel","T, Th",09:00 - 10:50,TRUS 108,GDES,1311,01,"EXCHANGE ELIGIBLE, TRAVEL-DOMESTIC",40374
TYPOGRAPHY I,"Lievens, Robert Daniel","M, W",09:00 - 10:50,TRUS 108,GDES,1314,01,"EXCHANGE ELIGIBLE, GE CREATIVITY AND MAKING, TRAVEL-DOMESTIC",40375
TYPOGRAPHY I,"Luu, Jimmy V.","M, W",14:30 - 16:20,TRUS 108,GDES,1314,02,"GE CREATIVITY AND MAKING, TRAVEL-DOMESTIC",40886
STUDIO I,"Phan, Tuan Duc","T, Th",14:30 - 16:20,TRUS 108,GDES,2313,01,"EXCHANGE ELIGIBLE, TRAVEL-DOMESTIC",40376
LAB II,"Lievens, Robert Daniel","T, Th",09:00 - 10:50,TRUS 108,GDES,2321,01,TRAVEL-DOMESTIC,40892
DESIGN HISTORY &amp; THEORY,"Luu, Jimmy V.","M, W, F",11:00 - 11:50,RAGS 101,GDES,3300,01,"EXCHANGE ELIGIBLE, TRAVEL-DOMESTIC",40377
TYPOGRAPHY II,"Luu, Jimmy V.","M, W",12:00 - 13:50,RAGS 101,GDES,3304,01,"EXCHANGE ELIGIBLE, TRAVEL-DOMESTIC",40378
INTERNSHIP IN GRAPHIC DESIGN,"Lievens, Robert Daniel",F,11:00 - 11:50,None None,GDES,4350,01,"EXCHANGE ELIGIBLE, INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40379
INTRO TO CHEMISTRY FOR HEALTHCARE PROFESSIONS,,"T, Th",09:30 - 10:45,MOOD 200,HSCI,1305,01,,40250
INTRO TO CHEMISTRY FOR HEALTHCARE PROFESSIONS,,"T, Th",08:00 - 09:15,MOOD 200,HSCI,1305,02,,40251
CURRENT ISSUES IN HEALTH CARE,"Zadnik, Mary",W,13:00 - 16:00,MOOD 203,HSYS,3321,01,EXCHANGE ELIGIBLE,40252
INTERNSHIP/PRACTICUM,"Zadnik, Mary",T,13:00 - 16:00,None None,HSYS,4350,01,INTERNSHIP,40253
UNITED STATES HISTORY TO 1877,"Glenn, Daniel Patrick","M, W, F",13:00 - 13:50,TRUS 216,HIST,1301,01,GE DIVERSE AMERICAN PERSPECTVS,40111
U.S. HISTORY SINCE 1877,"Wilson, Christie Sample","T, Th",11:00 - 12:15,JBWS 165,HIST,1302,01,"EXCHANGE ELIGIBLE, GE DIVERSE AMERICAN PERSPECTVS",40877
HOW EUROPE WAS MADE,"Wilson, Christie Sample","T, Th",09:30 - 10:45,TRUS 118,HIST,2306,01,GE GLOBAL PERSPECTIVES,40117
WORLD CIVILIZATION: THE MODERN WORLD,"Kotinsly, Joseph","M, W, F",12:00 - 12:50,DOYL 134,HIST,2329,01,"GE GLOBAL PERSPECTIVES, GE MM WRITING RICH - LOWER",40113
"OLD WEST, NEW SOUTH, &amp; PURSUIT OF PROGRESS","Glenn, Daniel Patrick","M, W, F",11:00 - 11:50,TRUS 117,HIST,2349,01,"GE DIVERSE AMERICAN PERSPECTVS, GE MM WRITING RICH - LOWER, REPEATABLE FOR DEGREE CREDIT",40115
"BIRTH OF MODERN EUROPE, 1500 - 1900","Wilson, Christie Sample","M, W",14:00 - 15:15,TRUS 113,HIST,2349,02,"GE GLOBAL PERSPECTIVES, REPEATABLE FOR DEGREE CREDIT",40118
"NUKES, WMD, &amp; ROGUE STATES IN MODERN MID EAST","Kotinsly, Joseph","T, Th",11:00 - 12:15,MOOD 204,HIST,2349,03,"GE GLOBAL PERSPECTIVES, REPEATABLE FOR DEGREE CREDIT",40116
"BIRTH OF MODERN EUROPE, 1500 - 1900","Wilson, Christie Sample","M, W",14:00 - 15:15,TRUS 113,HIST,3320,01,"GE GLOBAL PERSPECTIVES, ISP CRITICAL THINKING, ISP GLOBAL UNDERSTANDING",40119
"OLD WEST, NEW SOUTH, &amp; PURSUIT OF PROGRESS","Glenn, Daniel Patrick","M, W, F",11:00 - 11:50,TRUS 117,HIST,3332,01,"GE DIVERSE AMERICAN PERSPECTVS, GE MM WRITING RICH - UPPER, ISP CRITICAL THINKING, ISP SOCIAL JUSTICE",40112
"NUKES, WMD, AND ROGUE STATES IN THE MODERN MID EAST","Kotinsly, Joseph","T, Th",11:00 - 12:15,MOOD 204,HIST,3366,01,GE GLOBAL PERSPECTIVES,40114
PORTFOLIO,"Glenn, Daniel Patrick",T,15:30 - 16:20,TRUS 112,HIST,4164,01,,40120
SENIOR RESEARCH SEMINAR IN HISTORY,"Glenn, Daniel Patrick","T, Th",14:00 - 15:15,TRUS 112,HIST,4342,01,RESEARCH,40121
INTERNSHIP IN HISTORY,"Glenn, Daniel Patrick","M, W, F",10:00 - 10:50,TRUS 112,HIST,4350,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40122
HONORS SPECIAL TOPICS:,"Green, Michelle","M, W, F",13:00 - 13:50,JBWN 202,HONS,1340,01,"GE NATURAL SCIENCES, REPEATABLE FOR DEGREE CREDIT",40233
"FRAUDSTERS, HACKS, &amp; THE DARK SIDE OF ENTREPRENEURSHIP","Dunn, Mary Bowker",Th,11:00 - 12:15,MOOD 306,HONS,2160,01,REPEATABLE FOR DEGREE CREDIT,40234
INTRO TO THE LIBERAL ARTS,"Woelk, Emma",F,14:00 - 14:50,JBWS 186,HONS,2160,02,REPEATABLE FOR DEGREE CREDIT,40235
HONORS MENTORS,"Woelk, Emma",F,14:00 - 15:50,JBWS 186,HONS,2160,03,REPEATABLE FOR DEGREE CREDIT,40236
VIRTUOUS CYCLES,"Woelk, Emma",W,13:00 - 13:50,HOLY 402,HONS,2160,04,"GE MM EXP LEARNING SOC JUSTICE, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40875
THE ART &amp; SCIENCE OF PUBLIC SPEAKING,"Varner, Teri Lynn","T, Th",11:00 - 12:15,HOLY 402,HONS,2312,01,"GE ORAL COMMUNICATION, REPEATABLE FOR DEGREE CREDIT",40237
WRITING AMERICA,"Lock, Julia Corinne","T, Th",09:30 - 10:45,JBWS 363,HONS,2315,01,"GE EXPLORING ARTISTIC WORKS, GE MM SOCIAL IDENTITIES, REPEATABLE FOR DEGREE CREDIT",40238
RAIDERS OF THE LOST ARCHIVE,"Wilson, Christie Sample","T, Th",12:30 - 13:45,HOLY 402,HONS,2360,01,"GE DIVERSE AMERICAN PERSPECTVS, GE MM EXP LEARNING SOC JUSTICE, REPEATABLE FOR DEGREE CREDIT",40239
MEDICAL ETHICS,"Cherry, Mark J.",T,18:30 - 21:20,JBWS 363,HONS,3329,01,"GE ETHICS, GE MM WRITING RICH - UPPER, REPEATABLE FOR DEGREE CREDIT",40240
DIRECTED READINGS: LEGAL ETHICS,"Musselman, Jack Donahue","T, Th",17:00 - 18:15,TRUS 216,HONS,3329,02,"GE ETHICS, GE MM WRITING RICH - UPPER, REPEATABLE FOR DEGREE CREDIT",40241
THESIS PREP,"Lock, Julia Corinne","T, Th",14:00 - 15:15,HOLY 402,HONS,4370,01,"REPEATABLE FOR DEGREE CREDIT, RESEARCH",40242
TOPPER PRIDE,"Kinsey, Michael R.",M,08:00 - 08:50,MOOD 208,HDED,1111,01,TRAVEL-DOMESTIC,40246
TOPPER PRIDE,"Kinsey, Michael R.",T,14:00 - 14:50,MOOD 209,HDED,1111,02,TRAVEL-DOMESTIC,40247
GLOBAL ISSUES,"Cross, Sharyl Nicolette",,,None None,INTA,1322,01,GE GLOBAL PERSPECTIVES,40123
GLOBAL ISSUES,"Cross, Sharyl Nicolette","T, Th",11:00 - 12:15,MOOD 302,INTA,1322,02,GE GLOBAL PERSPECTIVES,40124
SURVEY OF LATIN AMERICA,"Nunes, Rodrigo Marinho","T, Th",09:30 - 10:45,DOYL 130,INTA,1324,01,GE GLOBAL PERSPECTIVES,40126
SURVEY OF EUROPE,"Nichols, William E.","T, Th",12:30 - 13:45,DOYL 130,INTA,1325,01,"GE GLOBAL PERSPECTIVES, GE MM WRITING RICH - LOWER",40127
INTERNATIONAL ORGANIZATIONS,"Guner, Selin Ece","T, Th",11:00 - 12:15,DOYL 134,INTA,3337,01,,40128
STUDY ABROAD,"Nichols, William E.","M, W",17:00 - 18:15,TRUS 112,INTA,4151,01,AEL ABROAD TRAVEL,40129
INTERNATIONAL POLITICS OF RUSSIA,"Cross, Sharyl Nicolette","T, Th",09:30 - 10:45,MOOD 302,INTA,4349,01,REPEATABLE FOR DEGREE CREDIT,40888
INTERNSHIP IN INTL AFFAIRS,"Lee, Jooyoun","T, Th",08:00 - 09:15,DOYL 130,INTA,4352,01,"GE MM EXP LEARNING SOC JUSTICE, INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40130
INTERNATIONAL TRADE &amp; FINANCE,"Ahmed, Haydory Akbar","T, Th",14:00 - 15:15,TRUS 117,IBUS,3336,01,,40629
INTERNATIONAL MARKETING,"Mohamed, Mortada Mostafa","T, Th",09:30 - 10:45,TRUS 214,IBUS,4341,01,EXCHANGE ELIGIBLE,40631
INTERNATIONAL BUSINESS ADMIN,"Swid, Amr A","T, Th",09:30 - 10:45,TRUS 216,IBUS,4380,01,"EXCHANGE ELIGIBLE, GE GLOBAL PERSPECTIVES",40632
INTERNATIONAL BUSINESS ADMIN,"Swid, Amr A","T, Th",11:00 - 12:15,TRUS 216,IBUS,4380,02,"EXCHANGE ELIGIBLE, GE GLOBAL PERSPECTIVES",40633
JAPANESE I (INTRODUCTORY),"Ginther, Risa","M, W, F",12:00 - 12:50,TRUS 214,JAPN,1311,01,"EXCHANGE ELIGIBLE, GE MODERN LANGUAGE",40381
JAPANESE I (INTRODUCTORY),"Ginther, Risa","M, W, F",11:00 - 11:50,TRUS 214,JAPN,1311,02,"EXCHANGE ELIGIBLE, GE MODERN LANGUAGE",40382
JAPANESE III (INTERMEDIATE),"Ginther, Risa","M, W, F",13:00 - 13:50,TRUS 214,JAPN,2311,01,GE MODERN LANGUAGE,40383
INTRODUCTION TO WRITING &amp; REPORTING NEWS,"Heath, Jennifer Ann","T, Th",11:00 - 12:15,MOOD 212,JOUR,2321,01,"AEL FIELD EXPERIENCE, GE MM EXP LEARNING SOC JUSTICE, GE MM WRITING RICH - LOWER, RESEARCH, TRAVEL-DOMESTIC",40384
DIGITAL MEDIA PRODUCTION AND DESIGN,"Yowell, Charles Curtis","T, Th",09:30 - 10:45,TRUS 215,JOUR,3314,01,"AEL CREATIVE WORKS, GE MM EXP LEARNING SOC JUSTICE, GE MM WRITING RICH - UPPER, RESEARCH",40386
DIGITAL INVESTIGATIVE TECHNIQUES WITH AI,"Yowell, Charles Curtis","T, Th",12:30 - 13:45,TRUS 118,JOUR,3318,01,,40881
ENVIRONMENTAL JOURNALISM,"Yowell, Charles Curtis","T, Th",14:00 - 15:15,MOOD 304,JOUR,4331,01,"GE MM EXP LEARNING SOC JUSTICE, REPEATABLE FOR DEGREE CREDIT",40880
INTERNSHIP IN JOURNALISM AND DIGITAL MEDIA,"Yowell, Charles Curtis",,,None None,JOUR,4350,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40388
BASIC PILATES,"Younkman, Amy C.","M, W",14:00 - 15:15,RECC 350,KINE,1109,01,"EXCHANGE ELIGIBLE, REPEATABLE FOR DEGREE CREDIT",40784
BASIC PILATES,"Younkman, Amy C.","M, W",15:30 - 16:45,RECC 350,KINE,1109,02,"EXCHANGE ELIGIBLE, REPEATABLE FOR DEGREE CREDIT",40785
BASIC FENCING,"VanderWege, Gary","T, Th",09:30 - 10:45,ALUM 100,KINE,1117,01,"EXCHANGE ELIGIBLE, REPEATABLE FOR DEGREE CREDIT",40786
BASIC YOGA,"Haginas, Brett Elizabeth","T, Th",09:30 - 10:45,RECC 350,KINE,1118,01,"EXCHANGE ELIGIBLE, REPEATABLE FOR DEGREE CREDIT",40787
BASIC YOGA,"Haginas, Brett Elizabeth","T, Th",11:00 - 12:15,RECC 350,KINE,1118,02,"EXCHANGE ELIGIBLE, REPEATABLE FOR DEGREE CREDIT",40788
BASIC SELF DEFENSE,"Bluestein Levin, Herschel","M, W, F",09:00 - 09:50,ALUM 100,KINE,1119,01,"EXCHANGE ELIGIBLE, REPEATABLE FOR DEGREE CREDIT",40789
INTERMEDIATE YOGA,"Haginas, Brett Elizabeth","T, Th",14:00 - 15:15,RECC 350,KINE,1129,01,"EXCHANGE ELIGIBLE, REPEATABLE FOR DEGREE CREDIT",40790
TAI CHI AND KUNG FU,"Chavez, Antonio Tomas","M, W, F",11:00 - 11:50,ALUM 100,KINE,1199,01,"EXCHANGE ELIGIBLE, REPEATABLE FOR DEGREE CREDIT",40791
INTRODUCTION TO KINESIOLOGY AND SPORTS SCIENCES,"Alicea, Sheila Kathleen","M, W, F",10:00 - 10:50,MOOD 200,KINE,1311,01,EXCHANGE ELIGIBLE,40792
INTRODUCTION TO KINESIOLOGY AND SPORTS SCIENCES,"Alicea, Sheila Kathleen","M, W, F",11:00 - 11:50,MOOD 200,KINE,1311,02,EXCHANGE ELIGIBLE,40793
SAFETY AND FIRST AID,,"T, Th",08:00 - 09:15,RECC 231,KINE,1320,01,EXCHANGE ELIGIBLE,40794
"TAPING, BANDAGING &amp; FIRST AID","Hultgren, Andrea",,,None None,KINE,2151,01,AEL FIELD EXPERIENCE,40795
"PHYSICAL ACTIVITY, RECREATION AND SPORTS FOR SPECIAL POPULATIONS","Ballard, Kristy Kay","T, Th",09:30 - 10:45,RECC 231,KINE,2324,01,"GE MM EXP LEARNING SOC JUSTICE, GE MM WRITING RICH - LOWER, TRAVEL-DOMESTIC",40796
PREVENTION AND TREATMENT OF ATHLETIC INJURIES,,"M, W, F",09:00 - 09:50,RECC 231,KINE,2335,01,,40797
SPORTS NUTRITION,"Ballard, Kristy Kay","M, W, F",11:00 - 11:50,JBWS 267,KINE,2339,01,,40798
CONCEPTS OF PHYSICAL FITNESS AND WELLNESS,"Alicea, Sheila Kathleen","T, Th",12:30 - 13:45,JBWS 267,KINE,2344,01,,40799
EVALUATION - ATHLETICS INJURIES LAB,"Martinez, Amanda Renee",,,None None,KINE,3147,01,AEL FIELD EXPERIENCE,40800
MUSCULOSKELETAL ANATOMY AND BIOMECHANICS,,"T, Th",14:00 - 15:15,JBWS 267,KINE,3334,01,TRAVEL-DOMESTIC,40802
MOTOR LEARNING AND DEVELOPMENT,"Ballard, Kristy Kay","M, W, F",13:00 - 13:50,JBWS 267,KINE,3338,01,,40861
MEASUREMENT AND EVALUATION IN KINESIOLOGY AND SPORTS,"Ballard, Kristy Kay","T, Th",12:30 - 13:45,RECC 231,KINE,3346,01,TRAVEL-DOMESTIC,40803
EVALUATION OF ATHLETIC  INJURIES,"Martinez, Amanda Renee","T, Th",11:00 - 12:15,RECC 231,KINE,3347,01,,40804
INTERNSHIP-KINESIOLOGY/SPORTS,"Ballard, Kristy Kay",,,None None,KINE,4150,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40805
ATHLETIC TRAINING SEMINAR I,"Martinez, Amanda Renee",,,None None,KINE,4165,01,AEL FIELD EXPERIENCE,40806
INTERNSHIP-KINESIOLOGY/SPORTS,"Ballard, Kristy Kay",,,None None,KINE,4250,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40807
EXERCISE PHYSIOLOGY,,"T, Th",11:00 - 12:15,JBWS 361,KINE,4337,01,,40808
FACILITY DESIGN &amp; FACILITY/EVENT MANAGEMENT,"Alicea, Sheila Kathleen","T, Th",11:00 - 12:15,JBWS 267,KINE,4342,01,"GE MM SOCIAL IDENTITIES, TRAVEL-DOMESTIC",40801
LEGAL AND ETHICAL ISSUES IN SPORTS AND KINESIOLOGY,"Knorr, John E.","M, W, F",09:00 - 09:50,JBWS 267,KINE,4345,01,,40809
INTERNSHIP-KINESIOLOGY/SPORTS,"Knorr, John E.",,,None None,KINE,4350,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40810
DISSERTATION HOURS,,,,None None,DLHE,7099,01,,40046
LEADERSHIP IN 21ST CENTURY,"Sechrest, Thomas L.",T,19:00 - 20:30,None None,DLHE,7301,01,,40047
DEMYSTIFYING DOCTORAL RESEARCH &amp; WRITING,"Loughmiller, Leslie L.",T,19:00 - 20:30,None None,DLHE,7303,01,,40048
