Course Name,Instructor,Days,Class Time,Room,Subject,Course Number,Section,Attribute,CRN
PERFORMANCE II,"George, Babetta","T, Th",10:00 - 11:45,ARTS 141,THAR,3330,01,TRAVEL-DOMESTIC,40464
PERFORMANCE III,"Gordon, Sheila Marie","T, Th",13:30 - 15:15,ARTS 141,THAR,3338,01,TRAVEL-DOMESTIC,40465
STAGE MANAGEMENT,"Smith, Robert Alan","M, W",14:00 - 15:15,MOOD 204,THAR,3340,01,,40466
SPECIAL PROJECTS IN THEATER,"Eader, Kathryn Anne",,,None None,THAR,4145,01,"REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40467
INTERNSHIP IN THEATER,"Eader, Kathryn Anne",,,None None,THAR,4150,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40468
SPECIAL PROJECTS IN THEATER,"Eader, Kathryn Anne",,,None None,THAR,4245,01,"AEL CREATIVE WORKS, REPEATABLE FOR DEGREE CREDIT",40469
INTERNSHIP IN THEATER,"Eader, Kathryn Anne",,,None None,THAR,4250,01,"GE MM EXP LEARNING SOC JUSTICE, INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40470
VOICE III (DIALECTS),"Gordon, Sheila Marie","T, Th",12:00 - 13:15,ARTS 141,THAR,4318,01,"EXCHANGE ELIGIBLE, TRAVEL-DOMESTIC",40471
DIRECTING,"Skidis, Anna M","T, Th",15:30 - 16:45,ARTS 141,THAR,4337,01,TRAVEL-DOMESTIC,40472
SCENIC PROJECTS,"Eader, Kathryn Anne",,,None None,THAR,4342,01,"AEL CREATIVE WORKS, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40473
LIGHTING PROJECTS,"Eader, Kathryn Anne","M, W",09:00 - 10:45,THAR None,THAR,4343,01,"AEL CREATIVE WORKS, REPEATABLE FOR DEGREE CREDIT",40474
COSTUME PROJECTS,"Towne, Susan Branch",,,None None,THAR,4344,01,"AEL CREATIVE WORKS, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40475
SPECIAL PROJECTS IN THEATER,"Eader, Kathryn Anne",,,None None,THAR,4345,01,"AEL CREATIVE WORKS, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40476
INTERNSHIP IN THEATER,"Eader, Kathryn Anne",,,None None,THAR,4350,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40477
INTRO TO USER EXPERIENCE,"Garza, Kimberly Anne","T, Th",09:00 - 10:50,None None,UXDE,1301,01,EXCHANGE ELIGIBLE,40478
USER EXPERIENCE METHODS,"Wade, Lisa Marie",,,None None,UXDE,2311,01,"EXCHANGE ELIGIBLE, GE MM SOCIAL IDENTITIES, TRAVEL-DOMESTIC",40480
UX STUDIO: HYBRID MODALITIES,"Garza, Kimberly Anne","M, W",12:00 - 13:50,None None,UXDE,3322,01,EXCHANGE ELIGIBLE,40481
PRACTICAL PROJECTS,"Garza, Kimberly Anne","T, Th",12:30 - 14:20,None None,UXDE,3330,01,,40887
HISTORY OF VIDEO GAMES,"Bryant, Robert Denton","M, W, F",11:00 - 11:50,JBWS 186,VGAM,1301,01,"EXCHANGE ELIGIBLE, TRAVEL-DOMESTIC",40483
BEGINNING CODING FOR NON-CODERS,"Snavely, Paul","T, Th",17:30 - 19:20,MOOD 301,VGAM,1310,01,,40484
WORLD BUILDING,"Bryant, Robert Denton","T, Th",12:30 - 13:45,JBWS 161,VGAM,2318,01,"EXCHANGE ELIGIBLE, GE EXPLORING ARTISTIC WORKS, GE MM SOCIAL IDENTITIES, TRAVEL-DOMESTIC",40485
INTRO TO DIGITAL AUDIO,,"M, W",17:00 - 18:50,MOOD 301,VGAM,2325,01,,40486
GAME DESIGN STUDIO I,"Johnson, Jeremy Miles","M, W",14:30 - 16:20,MOOD 301,VGAM,3320,01,GE CREATIVITY AND MAKING,40487
ADVANCED DIGITAL ANIMATION,"Byrne, Bill","T, Th",09:00 - 10:50,MOOD 301,VGAM,3327,01,"EXCHANGE ELIGIBLE, TRAVEL-DOMESTIC",40488
INTERACTIVE STORYTELLING,"Johnson, Jeremy Miles","T, Th",13:30 - 14:45,MOOD 301,VGAM,3328,01,TRAVEL-DOMESTIC,40489
METHODS OF DIGITAL PRODUCTION,"Garza, Kimberly Anne","T, Th",11:00 - 12:15,MOOD 301,VGAM,3332,01,"EXCHANGE ELIGIBLE, TRAVEL-DOMESTIC",40490
SENIOR GAME STUDIO I,"Johnson, Jeremy Miles","T, Th",15:00 - 16:50,MOOD 301,VGAM,4345,01,"EXCHANGE ELIGIBLE, TRAVEL-DOMESTIC",40491
VISUAL STUDIES I,"Phan, Tuan Duc","M, W",09:00 - 10:45,ARTS 121,VISU,1311,01,"EXCHANGE ELIGIBLE, TRAVEL-DOMESTIC",40492
VISUAL STUDIES I,"Vitone, Joseph","M, W",17:00 - 18:45,ARTS 120,VISU,1311,03,"EXCHANGE ELIGIBLE, TRAVEL-DOMESTIC",40494
PROFESSIONAL PRACTICES,"Lai, Renee Hoi Yee","T, Th",09:30 - 10:45,ARTS 120,VISU,3335,01,TRAVEL-DOMESTIC,40495
PROFESSIONAL PRACTICES,"Garza, Kimberly Anne","M, W",14:00 - 15:15,None None,VISU,3335,02,"EXCHANGE ELIGIBLE, TRAVEL-DOMESTIC",40496
SCREENPRINTING,"Rebholz, Matt","M, W",17:00 - 18:50,ARTS 110,VISU,3399,01,"EXCHANGE ELIGIBLE, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40497
SENIOR STUDIO I,"Vitone, Joseph","M, W",09:00 - 10:50,ARTS 113,VISU,4340,01,"EXCHANGE ELIGIBLE, RESEARCH, TRAVEL-DOMESTIC",40498
INTRO WOMEN&#39;S &amp; GENDER STUDIES,"Pinchero, Renee Kathleen","T, Th",12:30 - 13:45,MOOD 205,WGST,1301,01,"EXCHANGE ELIGIBLE, GE DIVERSE AMERICAN PERSPECTVS, GE MM SOCIAL IDENTITIES, TRAVEL-DOMESTIC",40499
COMMUNITY SERVICE IN WOMEN&#39;S AND GENDER STUDIES,"Clements, Amy Root",,,None None,WGST,2120,01,"EXCHANGE ELIGIBLE, GE MM EXP LEARNING SOC JUSTICE, GE MM SOCIAL IDENTITIES, REPEATABLE FOR DEGREE CREDIT, RESEARCH, AEL SERVICE LEARNING, TRAVEL-DOMESTIC",40500
COMMUNITY SERVICE IN WOMEN&#39;S AND GENDER STUDIES,"Clements, Amy Root",,,None None,WGST,2220,01,"EXCHANGE ELIGIBLE, GE MM EXP LEARNING SOC JUSTICE, GE MM SOCIAL IDENTITIES, REPEATABLE FOR DEGREE CREDIT, RESEARCH, AEL SERVICE LEARNING, TRAVEL-DOMESTIC",40501
COMMUNITY SERVICE IN WOMEN&#39;S AND GENDER STUDIES,"Clements, Amy Root",,,None None,WGST,2320,01,"GE MM EXP LEARNING SOC JUSTICE, GE MM SOCIAL IDENTITIES, REPEATABLE FOR DEGREE CREDIT, AEL SERVICE LEARNING, TRAVEL-DOMESTIC",40502
WRITING AND RHETORIC I,,"M, W, F",12:00 - 12:50,JBWS 165,WRIT,1301,01,EXCHANGE ELIGIBLE,40503
WRITING AND RHETORIC I,,"M, W, F",09:00 - 09:50,TRUS 117,WRIT,1301,02,EXCHANGE ELIGIBLE,40504
WRITING AND RHETORIC I,,"M, W, F",10:00 - 10:50,LIBR 143,WRIT,1301,03,EXCHANGE ELIGIBLE,40505
WRITING AND RHETORIC I,,"M, W, F",10:00 - 10:50,TRUS 117,WRIT,1301,04,EXCHANGE ELIGIBLE,40506
WRITING AND RHETORIC I,,"M, W, F",11:00 - 11:50,JBWS 161,WRIT,1301,05,EXCHANGE ELIGIBLE,40507
WRITING AND RHETORIC I,,"T, Th",09:30 - 10:45,MOOD 206,WRIT,1301,06,EXCHANGE ELIGIBLE,40508
WRITING AND RHETORIC I,,"T, Th",08:00 - 09:15,TRUS 117,WRIT,1301,07,EXCHANGE ELIGIBLE,40509
WRITING AND RHETORIC I,,"T, Th",12:30 - 13:45,TRUS 112,WRIT,1301,08,EXCHANGE ELIGIBLE,40510
WRITING AND RHETORIC I,,"T, Th",14:00 - 15:15,JBWS 366,WRIT,1301,09,EXCHANGE ELIGIBLE,40511
INTRO TO CREATIVE WRITING,,"T, Th",15:30 - 16:45,JBWS 163,WRIT,2300,01,"EXCHANGE ELIGIBLE, GE CREATIVITY AND MAKING, GE MM WRITING RICH - LOWER",40512
INTRO TO CREATIVE WRITING,,"M, W",14:00 - 15:15,MOOD 205,WRIT,2300,02,"EXCHANGE ELIGIBLE, GE CREATIVITY AND MAKING, GE MM WRITING RICH - LOWER",40513
INTRO TO CREATIVE WRITING,,"T, Th",09:30 - 10:45,MOOD 211,WRIT,2300,03,"EXCHANGE ELIGIBLE, GE CREATIVITY AND MAKING, GE MM WRITING RICH - LOWER",40514
WRITING &amp; RHETORIC II,,,,None None,WRIT,2302,01,,40515
WRITING &amp; RHETORIC II,,,,None None,WRIT,2302,02,,40516
WRITING &amp; RHETORIC II,,"M, W, F",09:00 - 09:50,TRUS 214,WRIT,2302,03,,40517
WRITING &amp; RHETORIC II,"Loewe, Drew M.","M, W, F",10:00 - 10:50,JBWS 264,WRIT,2302,04,,40518
WRITING &amp; RHETORIC II,"Loewe, Drew M.","M, W, F",11:00 - 11:50,JBWS 264,WRIT,2302,05,,40519
WRITING &amp; RHETORIC II,"Loewe, Drew M.","M, W, F",12:00 - 12:50,JBWS 264,WRIT,2302,06,,40520
WRITING &amp; RHETORIC II,,"M, W, F",13:00 - 13:50,JBWS 264,WRIT,2302,07,,40521
WRITING &amp; RHETORIC II,,"T, Th",09:30 - 10:45,MOOD 205,WRIT,2302,08,,40522
WRITING &amp; RHETORIC II,,,,None None,WRIT,2302,09,,40523
WRITING &amp; RHETORIC II,,"T, Th",12:30 - 13:45,MOOD 304,WRIT,2302,10,,40524
WRITING &amp; RHETORIC II,,,,None None,WRIT,2302,11,,40525
PLAYWRITING WORKSHOP,"Braun, Timothy Andrew","T, Th",12:30 - 13:45,LIBR 143,WRIT,2303,01,"EXCHANGE ELIGIBLE, GE MM WRITING RICH - LOWER, TRAVEL-DOMESTIC",40526
PLAYWRITING WORKSHOP,"Braun, Timothy Andrew","T, Th",15:30 - 16:45,LIBR 143,WRIT,2303,02,"EXCHANGE ELIGIBLE, GE MM WRITING RICH - LOWER, TRAVEL-DOMESTIC",40527
POETRY WORKSHOP I,"West, Sasha Sun","T, Th",14:00 - 15:15,JBWN 204,WRIT,2312,01,"EXCHANGE ELIGIBLE, GE CREATIVITY AND MAKING, GE MM SOCIAL IDENTITIES, GE MM WRITING RICH - LOWER, TRAVEL-DOMESTIC",40528
POETRY WORKSHOP I,"West, Sasha Sun","T, Th",15:30 - 16:45,JBWN 204,WRIT,2312,02,"EXCHANGE ELIGIBLE, GE CREATIVITY AND MAKING, GE MM SOCIAL IDENTITIES, GE MM WRITING RICH - LOWER, TRAVEL-DOMESTIC",40529
FICTION WORKSHOP I,"Specht, Mary Helen","T, Th",11:00 - 12:15,JBWN 204,WRIT,2314,01,"EXCHANGE ELIGIBLE, GE CREATIVITY AND MAKING, GE MM SOCIAL IDENTITIES, GE MM WRITING RICH - LOWER, TRAVEL-DOMESTIC",40530
RHETORIC AND PROPAGANDA,"Loewe, Drew M.","T, Th",12:30 - 13:45,MOOD 209,WRIT,2325,01,GE MM WRITING RICH - LOWER,40879
FANTASTICAL FICTION,"Specht, Mary Helen","T, Th",12:30 - 13:45,JBWN 204,WRIT,3310,01,"GE CREATIVITY AND MAKING, GE MM WRITING RICH - UPPER, REPEATABLE FOR DEGREE CREDIT",40531
PROFESSIONAL EDITING,"Loewe, Drew M.","M, W",15:30 - 16:45,TRUS 112,WRIT,3330,01,GE MM WRITING RICH - UPPER,40532
ADVERTISING AND PUBLICITY,"Clements, Amy Root","M, W, F",13:00 - 13:50,TRUS 118,WRIT,3331,01,,40533
CONTENT AND SOCIAL MEDIA  STRATEGY,"Clements, Amy Root",,,None None,WRIT,3334,01,,40534
SPECIAL NONFICTION WRITING TOPICS,"Braun, Timothy Andrew","T, Th",09:30 - 10:45,None None,WRIT,3339,01,REPEATABLE FOR DEGREE CREDIT,40535
PROFESSIONAL WRITING INTERNSHIP,"Clements, Amy Root",,,None None,WRIT,4150,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40536
PROFESSIONAL WRITING INTERNSHIP,"Clements, Amy Root",,,None None,WRIT,4250,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40537
PROFESSIONAL WRITING INTERNSHIP,"Clements, Amy Root",,,None None,WRIT,4350,01,"INTERNSHIP, REPEATABLE FOR DEGREE CREDIT, TRAVEL-DOMESTIC",40538
